agent_id	claim	value	exact_command	seed	artifact_path
A16	MEASURED (C14 rule 4): the concentrate result replicates at the second seed	seed 20260730 baseline 417/536 = 77.8 pct -> conc-recipes-N4 461/536 = 86.0 pct, delta +8.21pts (b=15 c=59, McNemar chi2=24.99). Seed 424242 gave +7.84pts. Cross-seed spread on the DELTA is 0.37pts, well inside the 3.5pt discrimination floor.	node A1/rig/runRig.mjs --agent=A16 --seed=20260730 --label=baseline ; A16_CONC_MODE=recipes A16_CONC_N=4 node A1/rig/runRig.mjs --agent=A16 --seed=20260730 --label=conc-recipes-N4 --treatment=../../A16/A16-concentrate.mjs ; node A1/rig/compare.v2.mjs	20260730	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-conc-recipes-N4-s20260730.json
A16	NOT REPLICATED, stated as a limitation: the whole-food vegetarian and vegan curves were run at seed 424242 only	all nine whole-food arms are single-seed points, not estimates (C14 rule 4). Their deltas (+4.29 to +9.70pts, every one with c >> b) sit far above the 3.5pt floor, so the direction is safe, but the exact knee position is unreplicated. What would test it: re-run the N5/N20/N68 arms at seeds 20260730 and 8675309.	node A1/rig/compare.v2.mjs A16/A16-baseline-s424242.jsonl A16/A16-enrich-*-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-cmp-vegan-N40.json
A20	CORRECTION to two earlier A20 rows: KPI-1(C7) laundering deltas RE-BASED on the revised 16-day ground truth (earlier +0.78/+23.00 were on A3's un-repaired 52-day truth, artifact A20-finish.json). Baseline P0_shipped KPI-1(C7)	72.06 % (405/562)	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	KPI-1(C7) delta vs shipped, revised ground truth: P7_repaired / P4_A3bound / P5_tierLabel / P6_ownDiagnose	+0.00 / +4.94 / +5.72 / +27.94 pts	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A20	A3's own SCALED bound used as a refusal launders +4.94 pts of KPI-1 by refusing 36 days it cannot prove impossible - above C14 3.5 pt discrimination floor	+4.94 pts, 36 unproven refusals	node docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	docs/surgery/CAMPAIGN/solver-brain/A20/A20-final-matrix.json
A16	MEASURED (C19 step 1): direct by-name check of every synthetic ingredient against the C13 latent-leak list - ZERO hits	70 distinct Food names across all three catalogue corners plus the concentrate arm; 0 match any of squirrel, groundhog, armadillo, wild pig, heart, owl, sea cucumber, ceviche, hog maws, bear, dove, isopure, whey, seal, oogruk. Checked by name, NOT through oracle.	node -e (substring match of 70 catalogue+manifest ingredient names vs the C13 list) on A16-catalogue-v2.json and A16-concentrate-recipes-manifest.json	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-catalogue-v2.json
A16	MEASURED (C19 step 2): my clean oracle results are necessary and NOT sufficient - oracle coverage is inadequate for the C13 row class	A17 measured that oracle.mjs catches only 1 of 13 C13 rows and reported 0 leaks on an arm that placed Sea cucumber 309 times. Every A16 leak result (pool-mode 0/0/0, shipped-mode no rise, conc 0 of 358) therefore withdraws its safety-warrant status and stands only as a necessary condition.	A17 FINDINGS via coordinator C19; A16 leak artifacts re-read in that light	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-conc-leakcheck.json
A16	MEASURED (C19 step 3): the adjuster-class leak A17 found is STRUCTURALLY INVISIBLE to the rig, so no A16 arm can be shown free of it	the day record slot object carries only slotType,slotIndex,recipeId,proteinScale,sidesScale,pinnedLo,pinnedHi,kcal,protein,warning - no ingredient names and no adjuster field. A raw text scan of four arms for the C13 terms returns 0, which is evidence the JSONL never records adjuster foods, NOT evidence of absence.	node -e (print Object.keys of slots[0]) ; grep -c -i -E "squirrel|groundhog|armadillo|wild pig|sea cucumber|ceviche|hog maws|isopure|oogruk" on 4 arm jsonls	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-baseline-s424242.jsonl
A16	DERIVED (C19 step 3, mitigation is structural not empirical): no A16 treatment ever widened the adjuster gate	A16-enrich.mjs:44 returns only { pool: pool.concat(afterPrep) }; A16-concentrate.mjs:150 sets patch.adjusters only when MODE is adjuster or both, and every arm reported here was run with A16_CONC_MODE=recipes. Adjuster exposure is therefore identical in baseline and treatment and is not caused by enrichment - which is not the same as absent.	read A16-enrich.mjs:39-45 and A16-concentrate.mjs:138-161	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-enrich.mjs
A16	MEASURED (C19 step 4): A16 does NOT show the A17 artifact - the enrichment gain is not scored on customers the app should decline	net days gained, satisfiable vs IMPOSSIBLE tier: veg-N5 27 vs 0 | veg-N68 43 vs 0 | vegan-N5 23 vs 0 | vegan-N40 52 vs 0 | conc-N4 42 vs 3 (6.7 pct) | conc-N8 56 vs 3 (5.1 pct). All four whole-food arms gain ZERO IMPOSSIBLE-tier days. A17 gained 9 of 10 there.	node -e (paired gain/loss split by satisfiable flag) baseline vs each arm	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-baseline-s424242.jsonl
A16	MEASURED (C19 step 3): the gate applied to synthetic recipes is the products own, not mine	ingredient eligibility: exclusionGate.isExcluded + foodValidation.macroTrustIssue + used by >=2 real recipes + grams capped at the librarys own max use (A16-catalogue-v2.mjs:95-103,116). Admission per persona: planContext.filterRecipePool then mealSolver.applyPrepFilter (A16-enrich.mjs:42-43). No synthetic row is slipped past the gate - one a persona forbids is dropped by product code.	read A16-catalogue-v2.mjs:92-116 and A16-enrich.mjs:39-45	424242	docs/surgery/CAMPAIGN/solver-brain/A16/A16-enrich.mjs
A22	FAILED: A19 ORACLE UPPER BOUND does not reproduce from its own cited script	A19 claims 87.7/89.0/86.8 pct; node A19-analyze.mjs prints 85.0 pct (470/553) at every seed	node A19/A19-analyze.mjs	424242,20260730,8675309	A22/FINDINGS.md
A22	FAILED: A19 no-roll-ever-landed count does not reproduce	A19 claims 83/553 (15.0 pct); A19-analyze.mjs rolls-in-band histogram bucket 0 = 147 of 639 planned	node A19/A19-analyze.mjs	424242	A22/FINDINGS.md
A22	MEASURED: independent judged-filtered recompute of the A19 oracle bound, joined to A19-baseline on personaId#dayIndex	466/536 = 86.9 pct satisfiable-judged, headroom +9.9 pts (A19 claims 87.7 pct / +10.6); all-judged 78.5 pct (A19 claims 79.1)	node -e join A19-probe-s424242.jsonl to A19-baseline-s424242.jsonl	424242	A22/FINDINGS.md
A22	FAILED (ledger transcription, A20 FINDINGS.md is correct): CLAIMS row KPI-1 sound-refusal delta records "+0.00 pts (77.00 pct both)"	delta +0.00 REPRODUCES but the level is 72.06 pct (405/562), not 77.00; 77.00 is P4_A3bound n=526	node A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	A22/FINDINGS.md
A22	INCOMPLETE ledger row: A20 confusion matrix 16/0/0/0/90/405 sums to 511, not 578	the 67 UNKNOWN-accepted days (UA_inband+UA_out) are omitted from the 6-tuple; A20 FINDINGS.md carries them	node A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	A22/FINDINGS.md
A22	RETRACTION of A22 ledger row 'A19 no-roll-ever-landed count does not reproduce': that row is WRONG, A19 is right	83 = satisfiable-planned 553 minus any-roll-in-band 470, exactly 15.0 pct; my predecessor compared A19 against histogram bucket 0 (147) which is over ALL 639 planned days, the wrong denominator	node A19/A19-analyze.mjs	424242	A22/FINDINGS.md
A22	MECHANISM of the A19 oracle-bound failure: numerator counted on PLANNED days, denominator on JUDGED days	A19 87.7 pct = 470/536 and 79.1 pct = 492/622; 470 and 492 are any-roll counts over 553 and 639 PLANNED days. Judged-consistent values are 466/536 = 86.9 pct and 488/622 = 78.5 pct. 17 unjudged satisfiable days, 4 of them any-roll-in-band	node -e (join A19-probe-s424242.jsonl to A19-baseline-s424242.jsonl by persona+window+day order, dow cross-check 0/639 mismatch)	424242	A22/FINDINGS.md
A22	REPRODUCED independently (own baseline arm + own wls2 arm, not A13 files): A13 4-macro portioning objective	77.1 pct -> 91.8 pct = +14.74 pts, McNemar b=8 c=87 chi2=64.04, CI +11.40..+18.08 - identical to A13 to 2 decimals	node A1/rig/compare.v2.mjs A22/A22-repro-s424242.jsonl A22/A22-wls2-s424242.jsonl	424242	A22/A22-wls2-s424242.jsonl
A22	REPRODUCED independently (own arms): A17 symmetric trimmer, AND its honesty regression	+14.93 pts (413->493/536 = 77.1->92.0 pct), b=4 c=84, CI +11.74..+18.11; treatment instrument line shows disagree 1 / silent-miss 1 against baseline 0/0 - C23 honesty cost reproduces	node A1/rig/compare.v2.mjs A22/A22-repro-s424242.jsonl A22/A22-trim3-s424242.jsonl	424242	A22/A22-trim3-s424242.jsonl
A22	REPRODUCED: A1 rig baseline level, from a fresh run on A22 own dev.db copy	413/536 = 77.1 pct satisfiable, 434/622 = 69.8 pct all-judged; paired against A1-baseline b=0 c=0, zero day-verdicts differ	node A1/rig/compare.v2.mjs A1/A1-baseline-s424242.jsonl A22/A22-repro-s424242.jsonl	424242	A22/A22-repro-s424242.jsonl
A22	NEGATIVE CONTROL (A22 own arm): a re-portioning objective weighted on kcal ALONE buys nothing - the A13 gain is not an artifact of touching the portioner	+0.00 pts (413/536 both), b=5 c=5; same rig, same seed, same hook machinery that returns +14.74 for the 4-macro weights	node A1/rig/compare.v2.mjs A22/A22-repro-s424242.jsonl A22/A22-kcalonly-s424242.jsonl	424242	A22/A22-kcalonly-s424242.jsonl
A22	REPRODUCED: A16 three headline enrichment arms, replayed from A16 artifacts	conc-recipes-N8 +10.45 pts (469/536 = 87.5 pct, b=5 c=61); enrich-vegan-N40 +9.70 (465/536 = 86.8 pct, b=10 c=62); enrich-vegetarian-N68 +8.02 (456/536 = 85.1 pct, b=11 c=54) - all exact to A16 ledger	node A1/rig/compare.v2.mjs A16/A16-baseline-s424242.jsonl A16/A16-<arm>-s424242.jsonl	424242	A22/FINDINGS.md
A22	REPRODUCED: A15 ruler decomposition, full variant table re-run	V0 405/526 = 77.0 pct; V6 fatE50 426/526 = 81.0 pct d=+4.0 (b=21 c=0); V1 fatE10 -27.4; V8 essential-fat floor +0.00 (b=0 c=0); V10 AMDR -57.4. Ruler share of the 23.0-pt gap = 4.0/23.0 = 17.4 pct	DATABASE_URL=file:.../A22/dev.db node A15/A15-rescore.mjs	qa-fleet-20260729-2032	A22/FINDINGS.md
A22	REPRODUCED: A20 full refusal matrix and the repaired ceiling, re-run against A22 own dev.db	16 proven impossible / 562/578 = 97.2 pct; P0 and P7 KPI1_C7 = 72.06 pct (n=562); P4 77.00 (n=526) = +4.94; P5 77.78 = +5.72; P6 100.00 = +27.94; P7 matrix 16/0/0/0/90/405	DATABASE_URL=file:.../A22/dev.db node A20/A20-final-matrix.mjs	qa-fleet-20260729-2032	A22/FINDINGS.md
A22	REPRODUCED independently (own script, own DB copy): C20 dead term in A3 bound	expression kcalPer100g>0 && proteinPer100g>0 evaluates nonzero on 0 of 14151 Food rows, max 0; PRAGMA table_info(Food) has neither column; real max protein density 0.2751 g/kcal (Soy protein isolate, potassium type) - matches A20 exactly	DATABASE_URL=file:.../A22/dev.db node A22/A22-deadterm.mjs	qa-fleet-20260729-2032	A22/A22-deadterm.mjs
A22	MEASURED: A21 stack replayed from A21 artifacts at 3 seeds while A21 FINDINGS.md is absent from disk	satisfiable-only 509/536 = 95.0 pct (+17.91, b=3 c=99) / 509/536 = 95.0 pct (+17.16, b=1 c=93) / 508/536 = 94.8 pct (+16.79, b=4 c=94); instrument 0 disagree 0 silent-miss on all 3 - the A17 honesty regression is NOT present in the stack	node A1/rig/compare.v2.mjs A21/A21-baseline-s<S>.jsonl A21/A21-stack-s<S>.jsonl	424242,20260730,8675309	A22/FINDINGS.md
A22	DERIVED from A21-overlap-s424242.json: the three levers overlap almost totally - C23 no-adding rule quantified	net gains alone wls2 +79 / conc8 +56 / trim +80 days = 215; the stack nets 96 days (509-413). Summing the parts would overstate by 2.24x	arithmetic on A21/A21-overlap-s424242.json and the stack compare above	424242	A22/FINDINGS.md
A21	STACK COMPOSITION (label falsified): the stack JSONL header treatment string names ONLY the --treatment module; A13-class levers ship as a NODE_OPTIONS --require preload and are structurally unrecordable there (runRig.mjs:214 treatmentName = treatment.NAME || path.basename(tp))	header reads A16-concentrate-recipes-N8 but the arm contains TWO levers	read A1/rig/runRig.mjs:210-216	424242	A21/A21-adjudicate.log
A21	DERIVED (signature ID) stack lever 1 = A16 concentrate recipes N=8 (pool)	321 of 3011 slots carry an A16-conc* recipeId (A16 arm alone: 358); 0 in baseline/wls2/floor25/trim3/att12	node A21/A21-adjudicate.mjs section 1	424242	A21/A21-adjudicate.log
A21	DERIVED (signature ID) stack lever 2 = a 4-macro weeklyPlanner portioning objective equivalent to A13 wls2; the 0.5x SCALE_BOUNDS floor was NOT moved	min(proteinScale,sidesScale)=0.5 in stack vs 0.25 in A13 floor25/floor25w; protein!=sides slot share base 2088 -> wls2 2525 (+437) and conc8 2286 -> stack 2661 (+375); filled warned slots base 341 -> wls2 405 (+64) and conc8 242 -> stack 293 (+51)	node A21/A21-adjudicate.mjs section 1+3	424242	A21/A21-adjudicate.log
A21	NOT REACHED: the exact stack invocation was never written to disk (no run script, no shell log in A21/); identification is by artifact signature only	cannot separate a13-hook-v2.cjs from a13-hook-v3.cjs with A13_FLOOR=0.5 - they are behaviourally identical	ls A21/ ; grep -r A21-stack over *.mjs/*.cjs/*.sh	424242	A21/A21-adjudicate.log
A21	MEASURED PRIMARY (D2 = C7/A3 satisfiable denominator, n=570) stack vs baseline	s424242 76.14% -> 94.21%, delta +18.07 CI[+14.80,+21.34] b=3 c=106; s8675309 76.67 -> 94.21 +17.54; s20260730 76.84 -> 94.39 +17.54	node A21/A21-adjudicate.mjs section 6	424242,8675309,20260730	A21/A21-denoms.json
A21	MEASURED SECONDARY (D1 rig tier n=536 / D3 A20-repaired n=606 / D4 all judged n=622) stack vs baseline, seed 424242	D1 77.05 -> 94.96 (+17.91 CI[+14.54,+21.28] b=3 c=99); D3 71.62 -> 88.61 (+17.00); D4 69.77 -> 86.33 (+16.56)	node A21/A21-adjudicate.mjs section 6	424242	A21/A21-denoms.json
A21	DERIVED: the headline is denominator-insensitive - spread across all four denominators x three seeds is 16.08 to 18.07 pts (1.99 pts)	max 18.07 (D2 s424242) minus min 16.08 (D4 s8675309 and s20260730) = 1.99	node A21/A21-adjudicate.mjs section 6	424242,8675309,20260730	A21/A21-denoms.json
A21	C21 CLEAN: no lever in this stack refuses a day; judged-day counts identical in both arms at every denominator and seed	n=536/570/606/622 identical base and stack; 0 crashes; compare.v2 byteIdentical=17 of 639	node A21/A21-adjudicate.mjs section 6	424242,8675309,20260730	A21/A21-cmp-stack-s424242.json
A21	C23 ANTI-INFLATION NUMBER (satisfiable rig tier, n=536): sum of parts 148 vs union of parts 96 vs stack actually gained 99	wls2 rescues 87, conc8 rescues 61, 52 days are rescued by BOTH; stack gains 99 and loses 3; 34.5% of the naive sum is double-counted	node A21/A21-overlap.mjs	424242	A21/A21-overlap-s424242.json
A21	MEASURED marginal contribution of each lever ON TOP of the other (paired, n=536)	conc8 -> stack +7.46 CI[+4.90,+10.02] b=6 c=46 (portioning lever added to the pool lever); wls2 -> stack +3.17 CI[+1.44,+4.90] b=3 c=20 (pool lever added to the portioning lever, BELOW the C14 3.5-pt floor)	node A21/A21-adjudicate.mjs section 5	424242	A21/A21-adjudicate.log
A21	NEGATIVE RESULT: the best stack does NOT beat one existing single arm - A13 floor25w (0.25 floor + 4-macro objective, no pool change) scores higher	floor25w 520/536 = 97.01% vs stack 509/536 = 94.96%; paired stack -> floor25w +2.05 CI[+0.65,+3.46] b=2 c=13, BELOW the C14 3.5-pt discrimination floor = not distinguishable from zero; single seed only, floor25w has no replicate arm	node A21/A21-adjudicate.mjs section 5	424242	A21/A21-adjudicate.log
A21	ADJUDICATION of the apparent A13-vs-A21 warning contradiction: BOTH are correct, different slot denominators	A13 341 -> 405 counts FILLED slots; A21-denoms 389 -> 454 counts ALL slots; the gap is exactly the unfilled slots (base 48, wls2 49) and every unfilled slot carries a warning (48/48, 49/49)	node A21/A21-adjudicate.mjs section 3	424242	A21/A21-adjudicate.log
A21	A13 warning cost SURVIVES inside the stack - the apparent fall is the pool lever masking it	filled warned slots: base 341, conc8 242 (-99), stack 293 (+51 vs conc8), wls2 405 (+64 vs base). The stack fall 389 -> 316 (all slots) is a base-vs-stack comparison, not a test of the portioning lever	node A21/A21-adjudicate.mjs section 3	424242	A21/A21-adjudicate.log
A21	MEASURED cross-agent baseline identity at seed 424242 (rig determinism across five agent working copies)	A21 vs A13/A16/A17/A19 baselines: 639/639 days identical on achieved macros AND verdict, 0 differing	node A21/A21-adjudicate.mjs section 2	424242	A21/A21-adjudicate.log
A21	MEASURED honesty-on-miss and drift, both arms, all judged days	baseline 188 missed days / 0 silent; stack 85 missed days / 0 silent; verdict-disagreements 0; kcal drift>1g 0; crashes 0; invalid records 0	node -e over A21 baseline+stack jsonl (honesty.hasWarning||hasDiagnosis on every out-of-band judged day)	424242	A21/A21-denoms.json
A21	MEASURED C19 by-name leak check on the stack candidate set (oracle is necessary-not-sufficient)	384 distinct Food names reachable in the stack arm, 1 hit: "Palm Hearts" matching C13 term "heart" - a false positive (palm hearts is a plant); the identical hit is present in the baseline (386 names), so the stack introduces no new C13 exposure	node A21/A21-c13check.mjs A21/A21-stack-s424242.jsonl	424242	A21/A21-c13check-A21-stack-s424242.json
A21	MEASURED leak counts on the A21 arms via A16 leakcheck-v2, all reported hits are the C19 false-positive classes	baseline 5 (4x Peanut Butter as tree nut + 1x Egg Plants as vegan), stack 3 (2x Peanut Butter + 1x Egg Plants); the 321 synthetic concentrate slots are unknown to that tool and were covered separately by A16-conc-leakcheck: 321/321 checked, 0 leaks	node A16/A16-leakcheck-v2.mjs (shipped mode) + node A16/A16-conc-leakcheck.mjs	424242	A16/A16-leak-v2-shipped-A21-stack-s424242.json
A21	MEASURED failure-direction collapse under the stack (corroborates C23 single-failure-mode)	satisfiable misses 123 -> 27; fat OVER 81 -> 17; fat SHORT 0 -> 0 (0 in all eight arms measured); carb OVER 53 -> 11; kcal 27 -> 12; protein 2 -> 1	node A21/A21-adjudicate.mjs section 4	424242	A21/A21-adjudicate.log
A21	MEASURED second mechanism of the pool lever: it fills slots the baseline leaves empty	unfilled satisfiable-tier slots 48 -> 23 (conc8 alone 22); every unfilled slot carries a warning, so 25 of the 73-slot warning fall is unfilled-slot elimination, not warning suppression	node A21/A21-adjudicate.mjs section 3	424242	A21/A21-adjudicate.log
A21	PROVENANCE CAVEAT carried, not dropped: the pool half of this stack rests on a SIMULATED food row	A16 Nutritional Yeast row is LABEL tier (Bob s Red Mill via Wikipedia, cited FDC id 1946780 returns 404) and its 8 recipes exist only in memory; the +7.46 marginal is therefore an ESTIMATE of what authoring 8 real recipes would buy	read A16/A16-concentrate-recipes-manifest.json + A16/A16-concentrate.mjs:1-40	424242	A16/A16-concentrate-recipes-manifest.json
A22	REPRODUCED: A3 final-split, every ledger row exact	52 / 140 / 386 days, in-band rates 0.000 / 0.593 / 0.834, total 405/578 = 70.07 pct; 405/526 = 77.0 pct; ceilings 91.0 pct, 85.6 pct from the brief 83-day figure	DATABASE_URL=file:.../A22/dev.db node A3/A3-final-split.mjs	qa-fleet-20260729-2032	A22/FINDINGS.md
A22	CAUTION on A3 three-way split: the number reproduces but is definition-sensitive by ~6x, and A3 own two scripts disagree	A3-final-split.mjs:24 (afterStack<distinctNeeded) gives pool-limited 140; A3-classify-all.mjs:90 (hardcoded POOL_LIMIT=60 on poolAfterDiet) gives 62; final-split own sensitivity table spans 25d to 145d as the cut moves 10->100. Only the 140 figure is in CLAIMS.tsv	both A3 scripts re-run on A22 dev.db copy	qa-fleet-20260729-2032	A22/FINDINGS.md
A22	REPRODUCED: A13 best arm (floor 0.25 + 4-macro objective) and floor-alone	floor25w 520/536 = 97.0 pct, +19.96 pts, b=1 c=108, CI +16.54..+23.39; floor25 alone 436/536 = 81.3 pct, +4.29 pts, b=20 c=43 - both exact to the A13 ledger	node A1/rig/compare.v2.mjs A13/A13-baseline-s424242.jsonl A13/A13-floor25w-s424242.jsonl	424242	A22/FINDINGS.md
A22	INDEPENDENT CONFIRMATION of C19 with an amendment: oracle.mjs vegan coverage tested by name against the C13 rows in the Food table	of the C13 rows I located: 2 CAUGHT (Squirrel ground MEAT; Seal bearded Oogruk MEAT - both only via the token meat), 9 MISSED (Groundhog, Armadillo, Wild pig, Owl horned flesh, Sea cucumber yane, Ceviche, Hog maws, Dove cooked, Nutritional powder mix (Isopure)). C19 says 1 of 13 caught; it is 2. The conclusion stands unchanged	node --input-type=module -e (import hitsAny from backend/scripts/qc/oracle.mjs, ANIMAL_MEAT+SEA+DAIRY_EGG over prisma food name contains)	e55f52e53658a086	A22/FINDINGS.md
A22	MEASURED: the Isopure row name carries no dairy token, which is WHY oracle misses it	stored name is 'Nutritional powder mix (Isopure)' - AUDIT_ALLERGENS.dairy contains 'whey' but the name does not, so ANIMAL_DAIRY_EGG never fires	same oracle.mjs by-name check	e55f52e53658a086	A22/FINDINGS.md
A22	REPRODUCED: A19 day-selection DELTAS are sound - only its oracle-bound LEVELS fail	dayN +2.62 pts (427/536, b=15 c=29) and dayNstrict +1.68 pts (422/536, b=0 c=9) at s424242, exact to the A19 ledger. The A19 failure is confined to the two ORACLE UPPER BOUND rows and is a denominator error, not a solver error	node A1/rig/compare.v2.mjs A19/A19-forkweek-s424242.jsonl A19/A19-dayN{,strict}-s424242.jsonl	424242	A22/FINDINGS.md
A22	A21 FINDINGS.md is ABSENT from disk at A22 close of work; its numbers are replayed from its raw arms only	docs/surgery/CAMPAIGN/solver-brain/A21/ contains 12 artifacts and no FINDINGS.md; A22 replayed A21-baseline vs A21-stack at 3 seeds directly. No A21 prose was read, so no A21 interpretation is endorsed	ls A21/	n/a	A22/FINDINGS.md
A24	MEASURED: no Phase-4 headline arm moved a denominator (C21 audit) - judged days and satisfiable-judged days are IDENTICAL across baseline and every treatment	622 judged / 536 satisfiable-judged in all of: A13 baseline,wls2,role,floor25,floor25w; A16 baseline,conc-N8,veg-N68,vegan-N40; A17 baseline,trim3,dense8; A21 baseline,stack	node /tmp/a24count.mjs <14 arm jsonl>	424242	A24/FINDINGS.md
A24	MEASURED: DB-discontinuity (C18) did not land - every comparison arm on disk carries the fleet baseline dbHash	129 of 129 .jsonl arms = e55f52e53658a086; 14 non-arm probe/dump files carry no dbHash header (incl. all 6 A19-probe-* files that produce the falsified oracle bound)	for f in A*/*.jsonl; grep -o dbHash	n/a	A24/FINDINGS.md
A24	MEASURED (independent re-derivation from raw arms): honesty-on-miss / verdict-agreement / kcal-drift on the headline arms	A21-stack 85 misses 0 silent 0 disagree 0 drift; A13-wls2 102/0/0/0; A13-floor25w 74/0/0/0; A16-conc-N8 129/0/0/0; A17-trim3 105 misses 1 SILENT 1 DISAGREE - only A17 regresses	node /tmp/a24hon.mjs	424242	A24/FINDINGS.md
A24	MEASURED (from A21-overlap-s424242.json): A19 dayNstrict is 100 pct subsumed by A13 wls2 - all 9 of its rescued days are also rescued by wls2	dayNst gained 9, both=9, union=87; marginal value of dayNstrict on top of wls2 = 0 days = +0.00 pts	node -e read A21-overlap-s424242.json pairwise	424242	A24/FINDINGS.md
A24	MEASURED: A14 att12 is 87 pct subsumed by A13 wls2; A13 floor25 is 84 pct subsumed standalone	att12 gained 31 both=27 -> 4 unique days = +0.75 pts; floor25 gained 43 both=36 -> 7 unique = +1.31 pts (but floor25 STACKED with wls2 is +28 days = super-additive, so standalone-unique understates it 4x)	A21-overlap-s424242.json	424242	A24/FINDINGS.md
A24	DERIVED: hard arithmetic cap on any additive lever sum - baseline satisfiable misses are 123 of 536, so the union of ALL levers cannot exceed +22.95 pts	naive sum of six measured gross gains (wls2 87 + trim 84 + conc8 61 + floor25 43 + att12 31 + dayNst 9 = 315 days = +58.77 pts) is 2.56x arithmetically impossible	315/536 vs 123/536	424242	A24/FINDINGS.md
A24	MEASURED: A17 trimmer and A13 wls2 rescue 72 of the same days - the C23 overlap quantified	wls2 87, trim 84, both 72, union 99, Jaccard 0.727; naive sum 171 vs union 99 = 42.1 pct of the sum double-counted	A21-overlap-s424242.json pairwise wls2|trim	424242	A24/FINDINGS.md
A24	MEASURED: the fleet load-bearing honesty property survives an independent attack - 48 of 173 missed days carry NO slot warning, but 48 of 48 carry a plan-level diagnosisFeasible=false	173 misses / 48 unwarned / 48 with diagnosis / 0 silent. diagnose() is the SOLE honesty signal on 27.7 pct of missed days	node -e over A20/A20-day-labels.jsonl	qa-fleet-20260729-2032	A24/FINDINGS.md
A24	DERIVED: the 578-day decomposition A25 needs, on A20 repaired ground truth (fixes the A20 P7 matrix that sums to 511)	INFEASIBLE-proved 16 (0 in band) + UNKNOWN 67 (0 in band) + SAT-certified 495 (405 in band, 90 miss) = 578, 405/578 = 70.07 pct	node -e over A20/A20-day-labels.jsonl truth buckets (pre-repair 52/495/31; 36 days move INFEASIBLE->UNKNOWN)	qa-fleet-20260729-2032	A24/FINDINGS.md
A24	MEASURED: A13 floor25w (97.01 pct, the best arm on disk and A21 lead) exists at ONE seed only	A13/ holds A13-floor25w-s424242.jsonl and no s20260730 or s8675309 replicate; A22 re-ran the same seed (reproducibility, not replication - integrity rule 8)	ls A13/*floor25*	424242	A24/FINDINGS.md
